# z    he0    he1    he2    he3    he4    he5    he6
7.670000000000000000e+03 1.167849499999999985e+00 1.167849499999999985e+00 1.167849499999999985e+00 1.167849499999999985e+00 1.167849499999999985e+00 1.167849499999999985e+00 1.167849499999999985e+00
7.660000000000000000e+03 1.167848999999999915e+00 1.167848999999999915e+00 1.167848999999999915e+00 1.167848999999999915e+00 1.167848999999999915e+00 1.167848999999999915e+00 1.167848999999999915e+00
7.650000000000000000e+03 1.167848500000000067e+00 1.167848500000000067e+00 1.167848500000000067e+00 1.167848500000000067e+00 1.167848500000000067e+00 1.167848500000000067e+00 1.167848500000000067e+00
7.640000000000000000e+03 1.167847899999999939e+00 1.167847899999999939e+00 1.167847899999999939e+00 1.167847899999999939e+00 1.167847899999999939e+00 1.167847899999999939e+00 1.167847899999999939e+00
7.630000000000000000e+03 1.167847400000000091e+00 1.167847400000000091e+00 1.167847400000000091e+00 1.167847400000000091e+00 1.167847400000000091e+00 1.167847400000000091e+00 1.167847400000000091e+00
7.620000000000000000e+03 1.167846799999999963e+00 1.167846799999999963e+00 1.167846799999999963e+00 1.167846799999999963e+00 1.167846799999999963e+00 1.167846799999999963e+00 1.167846799999999963e+00
7.610000000000000000e+03 1.167846200000000056e+00 1.167846200000000056e+00 1.167846200000000056e+00 1.167846200000000056e+00 1.167846200000000056e+00 1.167846200000000056e+00 1.167846200000000056e+00
7.600000000000000000e+03 1.167845500000000092e+00 1.167845500000000092e+00 1.167845500000000092e+00 1.167845500000000092e+00 1.167845500000000092e+00 1.167845500000000092e+00 1.167845500000000092e+00
7.590000000000000000e+03 1.167844799999999905e+00 1.167844799999999905e+00 1.167844799999999905e+00 1.167844799999999905e+00 1.167844799999999905e+00 1.167844799999999905e+00 1.167844799999999905e+00
7.580000000000000000e+03 1.167844199999999999e+00 1.167844199999999999e+00 1.167844199999999999e+00 1.167844199999999999e+00 1.167844199999999999e+00 1.167844199999999999e+00 1.167844199999999999e+00
7.570000000000000000e+03 1.167843399999999976e+00 1.167843399999999976e+00 1.167843399999999976e+00 1.167843399999999976e+00 1.167843399999999976e+00 1.167843399999999976e+00 1.167843399999999976e+00
7.560000000000000000e+03 1.167842700000000011e+00 1.167842700000000011e+00 1.167842700000000011e+00 1.167842700000000011e+00 1.167842700000000011e+00 1.167842700000000011e+00 1.167842700000000011e+00
7.550000000000000000e+03 1.167841899999999988e+00 1.167841899999999988e+00 1.167841899999999988e+00 1.167841899999999988e+00 1.167841899999999988e+00 1.167841899999999988e+00 1.167841899999999988e+00
7.540000000000000000e+03 1.167841099999999965e+00 1.167841099999999965e+00 1.167841099999999965e+00 1.167841099999999965e+00 1.167841099999999965e+00 1.167841099999999965e+00 1.167841099999999965e+00
7.530000000000000000e+03 1.167840200000000106e+00 1.167840200000000106e+00 1.167840200000000106e+00 1.167840200000000106e+00 1.167840200000000106e+00 1.167840200000000106e+00 1.167840200000000106e+00
7.520000000000000000e+03 1.167839300000000025e+00 1.167839300000000025e+00 1.167839300000000025e+00 1.167839300000000025e+00 1.167839300000000025e+00 1.167839300000000025e+00 1.167839300000000025e+00
7.510000000000000000e+03 1.167838399999999943e+00 1.167838399999999943e+00 1.167838399999999943e+00 1.167838399999999943e+00 1.167838399999999943e+00 1.167838399999999943e+00 1.167838399999999943e+00
7.500000000000000000e+03 1.167837400000000025e+00 1.167837400000000025e+00 1.167837400000000025e+00 1.167837400000000025e+00 1.167837400000000025e+00 1.167837400000000025e+00 1.167837400000000025e+00
7.490000000000000000e+03 1.167836400000000108e+00 1.167836400000000108e+00 1.167836400000000108e+00 1.167836400000000108e+00 1.167836400000000108e+00 1.167836400000000108e+00 1.167836400000000108e+00
7.480000000000000000e+03 1.167835299999999910e+00 1.167835299999999910e+00 1.167835299999999910e+00 1.167835299999999910e+00 1.167835299999999910e+00 1.167835299999999910e+00 1.167835299999999910e+00
7.470000000000000000e+03 1.167834199999999933e+00 1.167834199999999933e+00 1.167834199999999933e+00 1.167834199999999933e+00 1.167834199999999933e+00 1.167834199999999933e+00 1.167834199999999933e+00
7.460000000000000000e+03 1.167833099999999957e+00 1.167833099999999957e+00 1.167833099999999957e+00 1.167833099999999957e+00 1.167833099999999957e+00 1.167833099999999957e+00 1.167833099999999957e+00
7.450000000000000000e+03 1.167831899999999923e+00 1.167831899999999923e+00 1.167831899999999923e+00 1.167831899999999923e+00 1.167831899999999923e+00 1.167831899999999923e+00 1.167831899999999923e+00
7.440000000000000000e+03 1.167830700000000110e+00 1.167830700000000110e+00 1.167830700000000110e+00 1.167830700000000110e+00 1.167830700000000110e+00 1.167830700000000110e+00 1.167830700000000110e+00
7.430000000000000000e+03 1.167829400000000017e+00 1.167829400000000017e+00 1.167829400000000017e+00 1.167829400000000017e+00 1.167829400000000017e+00 1.167829400000000017e+00 1.167829400000000017e+00
7.420000000000000000e+03 1.167828000000000088e+00 1.167828000000000088e+00 1.167828000000000088e+00 1.167828000000000088e+00 1.167828000000000088e+00 1.167828000000000088e+00 1.167828000000000088e+00
7.410000000000000000e+03 1.167826599999999937e+00 1.167826599999999937e+00 1.167826599999999937e+00 1.167826599999999937e+00 1.167826599999999937e+00 1.167826599999999937e+00 1.167826599999999937e+00
7.400000000000000000e+03 1.167825099999999949e+00 1.167825099999999949e+00 1.167825099999999949e+00 1.167825099999999949e+00 1.167825099999999949e+00 1.167825099999999949e+00 1.167825099999999949e+00
7.390000000000000000e+03 1.167823499999999903e+00 1.167823499999999903e+00 1.167823499999999903e+00 1.167823499999999903e+00 1.167823499999999903e+00 1.167823499999999903e+00 1.167823499999999903e+00
7.380000000000000000e+03 1.167821900000000079e+00 1.167821900000000079e+00 1.167821900000000079e+00 1.167821900000000079e+00 1.167821900000000079e+00 1.167821900000000079e+00 1.167821900000000079e+00
7.370000000000000000e+03 1.167820199999999975e+00 1.167820199999999975e+00 1.167820199999999975e+00 1.167820199999999975e+00 1.167820199999999975e+00 1.167820199999999975e+00 1.167820199999999975e+00
7.360000000000000000e+03 1.167818500000000093e+00 1.167818500000000093e+00 1.167818500000000093e+00 1.167818500000000093e+00 1.167818500000000093e+00 1.167818500000000093e+00 1.167818500000000093e+00
7.350000000000000000e+03 1.167816600000000093e+00 1.167816600000000093e+00 1.167816600000000093e+00 1.167816600000000093e+00 1.167816600000000093e+00 1.167816600000000093e+00 1.167816600000000093e+00
7.340000000000000000e+03 1.167814700000000094e+00 1.167814700000000094e+00 1.167814700000000094e+00 1.167814700000000094e+00 1.167814700000000094e+00 1.167814700000000094e+00 1.167814700000000094e+00
7.330000000000000000e+03 1.167812700000000037e+00 1.167812700000000037e+00 1.167812700000000037e+00 1.167812700000000037e+00 1.167812700000000037e+00 1.167812700000000037e+00 1.167812700000000037e+00
7.320000000000000000e+03 1.167810599999999921e+00 1.167810599999999921e+00 1.167810599999999921e+00 1.167810599999999921e+00 1.167810599999999921e+00 1.167810599999999921e+00 1.167810599999999921e+00
7.310000000000000000e+03 1.167808399999999969e+00 1.167808399999999969e+00 1.167808399999999969e+00 1.167808399999999969e+00 1.167808399999999969e+00 1.167808399999999969e+00 1.167808399999999969e+00
7.300000000000000000e+03 1.167806099999999958e+00 1.167806099999999958e+00 1.167806099999999958e+00 1.167806099999999958e+00 1.167806099999999958e+00 1.167806099999999958e+00 1.167806099999999958e+00
7.290000000000000000e+03 1.167803699999999889e+00 1.167803699999999889e+00 1.167803699999999889e+00 1.167803699999999889e+00 1.167803699999999889e+00 1.167803699999999889e+00 1.167803699999999889e+00
7.280000000000000000e+03 1.167801199999999984e+00 1.167801199999999984e+00 1.167801199999999984e+00 1.167801199999999984e+00 1.167801199999999984e+00 1.167801199999999984e+00 1.167801199999999984e+00
7.270000000000000000e+03 1.167798600000000020e+00 1.167798600000000020e+00 1.167798600000000020e+00 1.167798600000000020e+00 1.167798600000000020e+00 1.167798600000000020e+00 1.167798600000000020e+00
7.260000000000000000e+03 1.167795899999999998e+00 1.167795899999999998e+00 1.167795899999999998e+00 1.167795899999999998e+00 1.167795899999999998e+00 1.167795899999999998e+00 1.167795899999999998e+00
7.250000000000000000e+03 1.167793000000000081e+00 1.167793000000000081e+00 1.167793000000000081e+00 1.167793000000000081e+00 1.167793000000000081e+00 1.167793000000000081e+00 1.167793000000000081e+00
7.240000000000000000e+03 1.167790000000000106e+00 1.167790000000000106e+00 1.167790000000000106e+00 1.167790000000000106e+00 1.167790000000000106e+00 1.167790000000000106e+00 1.167790000000000106e+00
7.230000000000000000e+03 1.167786900000000072e+00 1.167786900000000072e+00 1.167786900000000072e+00 1.167786900000000072e+00 1.167786900000000072e+00 1.167786900000000072e+00 1.167786900000000072e+00
7.220000000000000000e+03 1.167783599999999922e+00 1.167783599999999922e+00 1.167783599999999922e+00 1.167783599999999922e+00 1.167783599999999922e+00 1.167783599999999922e+00 1.167783599999999922e+00
7.210000000000000000e+03 1.167780199999999935e+00 1.167780199999999935e+00 1.167780199999999935e+00 1.167780199999999935e+00 1.167780199999999935e+00 1.167780199999999935e+00 1.167780199999999935e+00
7.200000000000000000e+03 1.167776600000000053e+00 1.167776600000000053e+00 1.167776600000000053e+00 1.167776600000000053e+00 1.167776600000000053e+00 1.167776600000000053e+00 1.167776600000000053e+00
7.190000000000000000e+03 1.167772899999999892e+00 1.167772899999999892e+00 1.167772899999999892e+00 1.167772899999999892e+00 1.167772899999999892e+00 1.167772899999999892e+00 1.167772899999999892e+00
7.180000000000000000e+03 1.167769000000000057e+00 1.167769000000000057e+00 1.167769000000000057e+00 1.167769000000000057e+00 1.167769000000000057e+00 1.167769000000000057e+00 1.167769000000000057e+00
7.170000000000000000e+03 1.167764900000000106e+00 1.167764900000000106e+00 1.167764900000000106e+00 1.167764900000000106e+00 1.167764900000000106e+00 1.167764900000000106e+00 1.167764900000000106e+00
7.160000000000000000e+03 1.167760600000000037e+00 1.167760600000000037e+00 1.167760600000000037e+00 1.167760600000000037e+00 1.167760600000000037e+00 1.167760600000000037e+00 1.167760600000000037e+00
7.150000000000000000e+03 1.167756100000000075e+00 1.167756100000000075e+00 1.167756100000000075e+00 1.167756100000000075e+00 1.167756100000000075e+00 1.167756100000000075e+00 1.167756100000000075e+00
7.140000000000000000e+03 1.167751399999999995e+00 1.167751399999999995e+00 1.167751399999999995e+00 1.167751399999999995e+00 1.167751399999999995e+00 1.167751399999999995e+00 1.167751399999999995e+00
7.130000000000000000e+03 1.167746399999999962e+00 1.167746399999999962e+00 1.167746399999999962e+00 1.167746399999999962e+00 1.167746399999999962e+00 1.167746399999999962e+00 1.167746399999999962e+00
7.120000000000000000e+03 1.167741300000000093e+00 1.167741300000000093e+00 1.167741300000000093e+00 1.167741300000000093e+00 1.167741300000000093e+00 1.167741300000000093e+00 1.167741300000000093e+00
7.110000000000000000e+03 1.167735900000000049e+00 1.167735900000000049e+00 1.167735900000000049e+00 1.167735900000000049e+00 1.167735900000000049e+00 1.167735900000000049e+00 1.167735900000000049e+00
7.100000000000000000e+03 1.167730200000000051e+00 1.167730200000000051e+00 1.167730200000000051e+00 1.167730200000000051e+00 1.167730200000000051e+00 1.167730200000000051e+00 1.167730200000000051e+00
7.090000000000000000e+03 1.167724299999999937e+00 1.167724299999999937e+00 1.167724299999999937e+00 1.167724299999999937e+00 1.167724299999999937e+00 1.167724299999999937e+00 1.167724299999999937e+00
7.080000000000000000e+03 1.167718000000000034e+00 1.167718000000000034e+00 1.167718000000000034e+00 1.167718000000000034e+00 1.167718000000000034e+00 1.167718000000000034e+00 1.167718000000000034e+00
7.070000000000000000e+03 1.167711500000000013e+00 1.167711500000000013e+00 1.167711500000000013e+00 1.167711500000000013e+00 1.167711500000000013e+00 1.167711500000000013e+00 1.167711500000000013e+00
7.060000000000000000e+03 1.167704700000000040e+00 1.167704700000000040e+00 1.167704700000000040e+00 1.167704700000000040e+00 1.167704700000000040e+00 1.167704700000000040e+00 1.167704700000000040e+00
7.050000000000000000e+03 1.167697500000000055e+00 1.167697500000000055e+00 1.167697500000000055e+00 1.167697500000000055e+00 1.167697500000000055e+00 1.167697500000000055e+00 1.167697500000000055e+00
7.040000000000000000e+03 1.167689999999999895e+00 1.167689999999999895e+00 1.167689999999999895e+00 1.167689999999999895e+00 1.167689999999999895e+00 1.167689999999999895e+00 1.167689999999999895e+00
7.030000000000000000e+03 1.167682200000000003e+00 1.167682200000000003e+00 1.167682200000000003e+00 1.167682200000000003e+00 1.167682200000000003e+00 1.167682200000000003e+00 1.167682200000000003e+00
7.020000000000000000e+03 1.167673900000000042e+00 1.167673900000000042e+00 1.167673900000000042e+00 1.167673900000000042e+00 1.167673900000000042e+00 1.167673900000000042e+00 1.167673900000000042e+00
7.010000000000000000e+03 1.167665299999999906e+00 1.167665299999999906e+00 1.167665299999999906e+00 1.167665299999999906e+00 1.167665299999999906e+00 1.167665299999999906e+00 1.167665299999999906e+00
7.000000000000000000e+03 1.167656199999999922e+00 1.167656199999999922e+00 1.167656199999999922e+00 1.167656199999999922e+00 1.167656199999999922e+00 1.167656199999999922e+00 1.167656199999999922e+00
6.990000000000000000e+03 1.167646600000000090e+00 1.167646600000000090e+00 1.167646600000000090e+00 1.167646600000000090e+00 1.167646600000000090e+00 1.167646600000000090e+00 1.167646600000000090e+00
6.980000000000000000e+03 1.167636700000000083e+00 1.167636700000000083e+00 1.167636700000000083e+00 1.167636700000000083e+00 1.167636700000000083e+00 1.167636700000000083e+00 1.167636700000000083e+00
6.970000000000000000e+03 1.167626199999999947e+00 1.167626199999999947e+00 1.167626199999999947e+00 1.167626199999999947e+00 1.167626199999999947e+00 1.167626199999999947e+00 1.167626199999999947e+00
6.960000000000000000e+03 1.167615199999999964e+00 1.167615199999999964e+00 1.167615199999999964e+00 1.167615199999999964e+00 1.167615199999999964e+00 1.167615199999999964e+00 1.167615199999999964e+00
6.950000000000000000e+03 1.167603600000000075e+00 1.167603600000000075e+00 1.167603600000000075e+00 1.167603600000000075e+00 1.167603600000000075e+00 1.167603600000000075e+00 1.167603600000000075e+00
6.940000000000000000e+03 1.167591499999999893e+00 1.167591499999999893e+00 1.167591499999999893e+00 1.167591499999999893e+00 1.167591499999999893e+00 1.167591499999999893e+00 1.167591499999999893e+00
6.930000000000000000e+03 1.167578800000000028e+00 1.167578800000000028e+00 1.167578800000000028e+00 1.167578800000000028e+00 1.167578800000000028e+00 1.167578800000000028e+00 1.167578800000000028e+00
6.920000000000000000e+03 1.167565399999999975e+00 1.167565399999999975e+00 1.167565399999999975e+00 1.167565399999999975e+00 1.167565399999999975e+00 1.167565399999999975e+00 1.167565399999999975e+00
6.910000000000000000e+03 1.167551400000000017e+00 1.167551400000000017e+00 1.167551400000000017e+00 1.167551400000000017e+00 1.167551400000000017e+00 1.167551400000000017e+00 1.167551400000000017e+00
6.900000000000000000e+03 1.167536700000000094e+00 1.167536700000000094e+00 1.167536700000000094e+00 1.167536700000000094e+00 1.167536700000000094e+00 1.167536700000000094e+00 1.167536700000000094e+00
6.890000000000000000e+03 1.167521199999999926e+00 1.167521199999999926e+00 1.167521199999999926e+00 1.167521199999999926e+00 1.167521199999999926e+00 1.167521199999999926e+00 1.167521199999999926e+00
6.880000000000000000e+03 1.167505000000000015e+00 1.167505000000000015e+00 1.167505000000000015e+00 1.167505000000000015e+00 1.167505000000000015e+00 1.167505000000000015e+00 1.167505000000000015e+00
6.870000000000000000e+03 1.167487900000000023e+00 1.167487900000000023e+00 1.167487900000000023e+00 1.167487900000000023e+00 1.167487900000000023e+00 1.167487900000000023e+00 1.167487900000000023e+00
6.860000000000000000e+03 1.167470000000000008e+00 1.167470000000000008e+00 1.167470000000000008e+00 1.167470000000000008e+00 1.167470000000000008e+00 1.167470000000000008e+00 1.167470000000000008e+00
6.850000000000000000e+03 1.167451100000000075e+00 1.167451100000000075e+00 1.167451100000000075e+00 1.167451100000000075e+00 1.167451100000000075e+00 1.167451100000000075e+00 1.167451100000000075e+00
6.840000000000000000e+03 1.167431300000000061e+00 1.167431300000000061e+00 1.167431300000000061e+00 1.167431300000000061e+00 1.167431300000000061e+00 1.167431300000000061e+00 1.167431300000000061e+00
6.830000000000000000e+03 1.167410499999999907e+00 1.167410499999999907e+00 1.167410499999999907e+00 1.167410499999999907e+00 1.167410499999999907e+00 1.167410499999999907e+00 1.167410499999999907e+00
6.820000000000000000e+03 1.167388599999999999e+00 1.167388599999999999e+00 1.167388599999999999e+00 1.167388599999999999e+00 1.167388599999999999e+00 1.167388599999999999e+00 1.167388599999999999e+00
6.810000000000000000e+03 1.167365599999999892e+00 1.167365599999999892e+00 1.167365599999999892e+00 1.167365599999999892e+00 1.167365599999999892e+00 1.167365599999999892e+00 1.167365599999999892e+00
6.800000000000000000e+03 1.167341399999999974e+00 1.167341399999999974e+00 1.167341399999999974e+00 1.167341399999999974e+00 1.167341399999999974e+00 1.167341399999999974e+00 1.167341399999999974e+00
6.790000000000000000e+03 1.167316000000000020e+00 1.167316000000000020e+00 1.167316000000000020e+00 1.167316000000000020e+00 1.167316000000000020e+00 1.167316000000000020e+00 1.167316000000000020e+00
6.780000000000000000e+03 1.167289199999999916e+00 1.167289199999999916e+00 1.167289199999999916e+00 1.167289199999999916e+00 1.167289199999999916e+00 1.167289199999999916e+00 1.167289199999999916e+00
6.770000000000000000e+03 1.167261099999999940e+00 1.167261099999999940e+00 1.167261099999999940e+00 1.167261099999999940e+00 1.167261099999999940e+00 1.167261099999999940e+00 1.167261099999999940e+00
6.760000000000000000e+03 1.167231499999999977e+00 1.167231499999999977e+00 1.167231499999999977e+00 1.167231499999999977e+00 1.167231499999999977e+00 1.167231499999999977e+00 1.167231499999999977e+00
6.750000000000000000e+03 1.167200400000000027e+00 1.167200400000000027e+00 1.167200400000000027e+00 1.167200400000000027e+00 1.167200400000000027e+00 1.167200400000000027e+00 1.167200400000000027e+00
6.740000000000000000e+03 1.167167599999999972e+00 1.167167599999999972e+00 1.167167599999999972e+00 1.167167599999999972e+00 1.167167599999999972e+00 1.167167599999999972e+00 1.167167599999999972e+00
6.730000000000000000e+03 1.167133100000000034e+00 1.167133100000000034e+00 1.167133100000000034e+00 1.167133100000000034e+00 1.167133100000000034e+00 1.167133100000000034e+00 1.167133100000000034e+00
6.720000000000000000e+03 1.167096899999999993e+00 1.167096899999999993e+00 1.167096899999999993e+00 1.167096899999999993e+00 1.167096899999999993e+00 1.167096899999999993e+00 1.167096899999999993e+00
6.710000000000000000e+03 1.167058699999999893e+00 1.167058699999999893e+00 1.167058699999999893e+00 1.167058699999999893e+00 1.167058699999999893e+00 1.167058699999999893e+00 1.167058699999999893e+00
6.700000000000000000e+03 1.167018499999999959e+00 1.167018499999999959e+00 1.167018499999999959e+00 1.167018499999999959e+00 1.167018499999999959e+00 1.167018499999999959e+00 1.167018499999999959e+00
6.690000000000000000e+03 1.166976199999999908e+00 1.166976199999999908e+00 1.166976199999999908e+00 1.166976199999999908e+00 1.166976199999999908e+00 1.166976199999999908e+00 1.166976199999999908e+00
6.680000000000000000e+03 1.166931600000000069e+00 1.166931600000000069e+00 1.166931600000000069e+00 1.166931600000000069e+00 1.166931600000000069e+00 1.166931600000000069e+00 1.166931600000000069e+00
6.670000000000000000e+03 1.166884699999999997e+00 1.166884699999999997e+00 1.166884699999999997e+00 1.166884699999999997e+00 1.166884699999999997e+00 1.166884699999999997e+00 1.166884699999999997e+00
6.660000000000000000e+03 1.166835400000000078e+00 1.166835400000000078e+00 1.166835400000000078e+00 1.166835400000000078e+00 1.166835400000000078e+00 1.166835400000000078e+00 1.166835400000000078e+00
6.650000000000000000e+03 1.166783300000000079e+00 1.166783300000000079e+00 1.166783300000000079e+00 1.166783300000000079e+00 1.166783300000000079e+00 1.166783300000000079e+00 1.166783300000000079e+00
6.640000000000000000e+03 1.166728599999999894e+00 1.166728599999999894e+00 1.166728599999999894e+00 1.166728599999999894e+00 1.166728599999999894e+00 1.166728599999999894e+00 1.166728599999999894e+00
6.630000000000000000e+03 1.166670899999999955e+00 1.166670899999999955e+00 1.166670899999999955e+00 1.166670899999999955e+00 1.166670899999999955e+00 1.166670899999999955e+00 1.166670899999999955e+00
6.620000000000000000e+03 1.166610099999999983e+00 1.166610099999999983e+00 1.166610099999999983e+00 1.166610099999999983e+00 1.166610099999999983e+00 1.166610099999999983e+00 1.166610099999999983e+00
6.610000000000000000e+03 1.166546099999999919e+00 1.166546099999999919e+00 1.166546099999999919e+00 1.166546099999999919e+00 1.166546099999999919e+00 1.166546099999999919e+00 1.166546099999999919e+00
6.600000000000000000e+03 1.166478600000000032e+00 1.166478600000000032e+00 1.166478600000000032e+00 1.166478600000000032e+00 1.166478600000000032e+00 1.166478600000000032e+00 1.166478600000000032e+00
6.590000000000000000e+03 1.166407600000000100e+00 1.166407600000000100e+00 1.166407600000000100e+00 1.166407600000000100e+00 1.166407600000000100e+00 1.166407600000000100e+00 1.166407600000000100e+00
6.580000000000000000e+03 1.166332700000000111e+00 1.166332700000000111e+00 1.166332700000000111e+00 1.166332700000000111e+00 1.166332700000000111e+00 1.166332700000000111e+00 1.166332700000000111e+00
6.570000000000000000e+03 1.166253800000000007e+00 1.166253800000000007e+00 1.166253800000000007e+00 1.166253800000000007e+00 1.166253800000000007e+00 1.166253800000000007e+00 1.166253800000000007e+00
6.560000000000000000e+03 1.166170699999999893e+00 1.166170699999999893e+00 1.166170699999999893e+00 1.166170699999999893e+00 1.166170699999999893e+00 1.166170699999999893e+00 1.166170699999999893e+00
6.550000000000000000e+03 1.166083100000000039e+00 1.166083100000000039e+00 1.166083100000000039e+00 1.166083100000000039e+00 1.166083100000000039e+00 1.166083100000000039e+00 1.166083100000000039e+00
6.540000000000000000e+03 1.165990700000000047e+00 1.165990700000000047e+00 1.165990700000000047e+00 1.165990700000000047e+00 1.165990700000000047e+00 1.165990700000000047e+00 1.165990700000000047e+00
6.530000000000000000e+03 1.165893400000000080e+00 1.165893400000000080e+00 1.165893400000000080e+00 1.165893400000000080e+00 1.165893400000000080e+00 1.165893400000000080e+00 1.165893400000000080e+00
6.520000000000000000e+03 1.165790799999999905e+00 1.165790799999999905e+00 1.165790799999999905e+00 1.165790799999999905e+00 1.165790799999999905e+00 1.165790799999999905e+00 1.165790799999999905e+00
6.510000000000000000e+03 1.165682700000000072e+00 1.165682700000000072e+00 1.165682700000000072e+00 1.165682700000000072e+00 1.165682700000000072e+00 1.165682700000000072e+00 1.165682700000000072e+00
6.500000000000000000e+03 1.165568799999999960e+00 1.165568799999999960e+00 1.165568799999999960e+00 1.165568799999999960e+00 1.165568799999999960e+00 1.165568799999999960e+00 1.165568799999999960e+00
6.490000000000000000e+03 1.165448700000000004e+00 1.165448700000000004e+00 1.165448700000000004e+00 1.165448700000000004e+00 1.165448700000000004e+00 1.165448700000000004e+00 1.165448700000000004e+00
6.480000000000000000e+03 1.165322100000000027e+00 1.165322100000000027e+00 1.165322100000000027e+00 1.165322100000000027e+00 1.165322100000000027e+00 1.165322100000000027e+00 1.165322100000000027e+00
6.470000000000000000e+03 1.165188600000000019e+00 1.165188600000000019e+00 1.165188600000000019e+00 1.165188600000000019e+00 1.165188600000000019e+00 1.165188600000000019e+00 1.165188600000000019e+00
6.460000000000000000e+03 1.165048000000000084e+00 1.165048000000000084e+00 1.165048000000000084e+00 1.165048000000000084e+00 1.165048000000000084e+00 1.165048000000000084e+00 1.165048000000000084e+00
6.450000000000000000e+03 1.164899799999999930e+00 1.164899799999999930e+00 1.164899799999999930e+00 1.164899799999999930e+00 1.164899799999999930e+00 1.164899799999999930e+00 1.164899799999999930e+00
6.440000000000000000e+03 1.164743599999999990e+00 1.164743599999999990e+00 1.164743599999999990e+00 1.164743599999999990e+00 1.164743599999999990e+00 1.164743599999999990e+00 1.164743599999999990e+00
6.430000000000000000e+03 1.164579000000000031e+00 1.164579000000000031e+00 1.164579000000000031e+00 1.164579000000000031e+00 1.164579000000000031e+00 1.164579000000000031e+00 1.164579000000000031e+00
6.420000000000000000e+03 1.164405499999999982e+00 1.164405499999999982e+00 1.164405499999999982e+00 1.164405499999999982e+00 1.164405499999999982e+00 1.164405499999999982e+00 1.164405499999999982e+00
6.410000000000000000e+03 1.164222700000000055e+00 1.164222700000000055e+00 1.164222700000000055e+00 1.164222700000000055e+00 1.164222700000000055e+00 1.164222700000000055e+00 1.164222700000000055e+00
6.400000000000000000e+03 1.164030099999999956e+00 1.164030099999999956e+00 1.164030099999999956e+00 1.164030099999999956e+00 1.164030099999999956e+00 1.164030099999999956e+00 1.164030099999999956e+00
6.390000000000000000e+03 1.163827100000000003e+00 1.163827100000000003e+00 1.163827100000000003e+00 1.163827100000000003e+00 1.163827100000000003e+00 1.163827100000000003e+00 1.163827100000000003e+00
6.380000000000000000e+03 1.163613400000000020e+00 1.163613400000000020e+00 1.163613400000000020e+00 1.163613400000000020e+00 1.163613400000000020e+00 1.163613400000000020e+00 1.163613400000000020e+00
6.370000000000000000e+03 1.163388199999999983e+00 1.163388199999999983e+00 1.163388199999999983e+00 1.163388199999999983e+00 1.163388199999999983e+00 1.163388199999999983e+00 1.163388199999999983e+00
6.360000000000000000e+03 1.163151100000000104e+00 1.163151100000000104e+00 1.163151100000000104e+00 1.163151100000000104e+00 1.163151100000000104e+00 1.163151100000000104e+00 1.163151100000000104e+00
6.350000000000000000e+03 1.162901500000000032e+00 1.162901500000000032e+00 1.162901500000000032e+00 1.162901500000000032e+00 1.162901500000000032e+00 1.162901500000000032e+00 1.162901500000000032e+00
6.340000000000000000e+03 1.162638599999999967e+00 1.162638599999999967e+00 1.162638599999999967e+00 1.162638599999999967e+00 1.162638599999999967e+00 1.162638599999999967e+00 1.162638599999999967e+00
6.330000000000000000e+03 1.162361999999999895e+00 1.162361999999999895e+00 1.162361999999999895e+00 1.162361999999999895e+00 1.162361999999999895e+00 1.162361999999999895e+00 1.162361999999999895e+00
6.320000000000000000e+03 1.162070900000000018e+00 1.162070900000000018e+00 1.162070900000000018e+00 1.162070900000000018e+00 1.162070900000000018e+00 1.162070900000000018e+00 1.162070900000000018e+00
6.310000000000000000e+03 1.161764699999999984e+00 1.161764699999999984e+00 1.161764699999999984e+00 1.161764699999999984e+00 1.161764699999999984e+00 1.161764699999999984e+00 1.161764699999999984e+00
6.300000000000000000e+03 1.161442499999999933e+00 1.161442499999999933e+00 1.161442499999999933e+00 1.161442499999999933e+00 1.161442499999999933e+00 1.161442499999999933e+00 1.161442499999999933e+00
6.290000000000000000e+03 1.161103900000000078e+00 1.161103900000000078e+00 1.161103900000000078e+00 1.161103900000000078e+00 1.161103900000000078e+00 1.161103900000000078e+00 1.161103900000000078e+00
6.280000000000000000e+03 1.160747900000000055e+00 1.160747900000000055e+00 1.160747900000000055e+00 1.160747900000000055e+00 1.160747900000000055e+00 1.160747900000000055e+00 1.160747900000000055e+00
6.270000000000000000e+03 1.160373799999999900e+00 1.160373799999999900e+00 1.160373799999999900e+00 1.160373799999999900e+00 1.160373799999999900e+00 1.160373799999999900e+00 1.160373799999999900e+00
6.260000000000000000e+03 1.159980900000000092e+00 1.159980900000000092e+00 1.159980900000000092e+00 1.159980900000000092e+00 1.159980900000000092e+00 1.159980900000000092e+00 1.159980900000000092e+00
6.250000000000000000e+03 1.159568300000000107e+00 1.159568300000000107e+00 1.159568300000000107e+00 1.159568300000000107e+00 1.159568300000000107e+00 1.159568300000000107e+00 1.159568300000000107e+00
6.240000000000000000e+03 1.159135299999999980e+00 1.159135299999999980e+00 1.159135299999999980e+00 1.159135299999999980e+00 1.159135299999999980e+00 1.159135299999999980e+00 1.159135299999999980e+00
6.230000000000000000e+03 1.158681099999999908e+00 1.158681099999999908e+00 1.158681099999999908e+00 1.158681099999999908e+00 1.158681099999999908e+00 1.158681099999999908e+00 1.158681099999999908e+00
